ISBN,name,one_star_count,two_star_count,three_star_count,four_star_count,five_star_count,average_rating
9786257639026,Kiralık Yazar,0,0,0,0,0,0.00
9786053232919,Emanet Yüzler,0,0,0,0,6,5.00
9786053232926,Küçük Şehrin İnsanları,0,0,0,0,0,0.00
9786051417691,Ortaklar ve Hissedarlar,0,0,0,1,0,4.00
9786257426688,Sanrıların Öyküsü,0,0,0,0,0,0.00
9786257958660,Sil Baştan,0,0,0,0,0,0.00
9786254301308,Kör Ülke,0,0,0,0,0,0.00
9786052885598,Çocuk Kadınlar,0,0,0,0,0,0.00
9786257445016,Cennetin Gölgesinde,0,0,0,0,0,0.00
9786257445627,Nusret Rahmat - Yeni Hikayeler,0,0,0,0,0,0.00
9786257046435,Kutsal Ölüm,0,0,0,0,0,0.00
9786052881422,Aşkın Sultanları Ferhat ile Şirin,0,0,0,0,0,0.00
9786257938037,Körebe Talih,0,0,0,0,0,0.00
9786254302114,Zilya,0,0,0,0,0,0.00
9786257046923,Sessizliği Bozmadan-Mezopotamyalı Yoginin Yaşam Serüveni,0,0,0,0,0,0.00
9786257904384,Yasak Yatak,0,0,0,0,0,0.00
9786257858182,Yarım Kalmış Aşk ve Hayatlar,0,0,0,0,0,0.00
9786257858175,Hayal misin Sahi?,0,0,0,0,0,0.00
9786257478380,Korkuların Kokusu,0,0,0,0,0,0.00
9786257912990,Rüyamdaki Yabancı,0,0,0,0,0,0.00
9786257478069,Tanrı Küçük Tahta Parçalarını Sevmezdi,0,0,0,0,1,5.00
9786257478441,Yoktu Aslında,0,0,0,0,0,0.00
9786258002843,Zıpkın Avı,0,0,0,0,0,0.00
9786257904599,Gün Batarken,0,0,0,0,0,0.00
9786254303210,Belalı Adam,0,0,0,0,0,0.00
9786258032178,Yürek Ülkesi,0,0,0,0,0,0.00
9786257884181,Aşk Üzerine Uzun Bir Öykü,0,0,0,1,1,4.50
9786257858489,Allah'a Kaçış Planı,0,0,0,0,0,0.00
9786257858892,Dağın Kara Yüzü 2 - Kerim'in Çilesi,0,0,0,0,0,0.00
9786257858953,Gerçek Sensin,0,0,0,0,0,0.00
9786257177641,Kulüpte Biri Var,0,0,0,0,0,0.00
9786052880128,Bakış Acısı,0,0,0,0,0,0.00
9786257046428,Devrimizin Kahramanı,0,0,0,0,0,0.00
9786257976831,Taş Köprü Meyhanesi,0,0,0,0,0,0.00
9786257958752,Ulu Hakan-Son Oyun,0,0,0,0,0,0.00
9786257445832,Doğadan Gelen Mektup,0,0,0,0,0,0.00
9786257938419,Önce Umut Sonra Unut,0,0,0,0,0,0.00
9786257938310,Yüz Akı,0,0,5,4,7,4.13
9786257938594,İtiraf Günü,0,0,0,0,0,0.00
9786258002140,Her Şeye Rağmen Bir Nefes Kadar,0,0,0,0,0,0.00
9786050930368,Yazgıcılar,3,7,7,6,3,2.96
9786051271439,Sihirli Çaylar,0,0,0,0,0,0.00
9786051271101,Gaak ve Baap,0,0,0,0,0,0.00
9786051271385,Hayat,0,0,0,0,0,0.00
9786050908930,Sırça Tuzak,9,18,39,26,21,3.28
9786051275345,Fötr Şapka,0,0,0,0,0,0.00
9786051278308,O Kalabalıkta Yalnızdım,1,0,2,0,0,2.33
9786051274409,Olmayan,0,0,0,0,0,0.00
9786052871027,Murad-ı Hayal Davanın Neferi,0,0,0,0,0,0.00
9786052871829,Keşkeler Uzar Da Uzar,0,0,0,0,0,0.00
9786052873939,Herkesin Anlatacak Bir Hikayesi Vardır,0,0,0,0,0,0.00
9786051803203,Uzak Dağ Çiçekleri,0,0,0,0,0,0.00
9786051489087,Ağalık Çöktü,0,0,0,0,0,0.00
9786053237587,Asrın Başkanı Bizde,0,0,0,0,0,0.00
9786053244417,Mus'ab,0,0,0,0,0,0.00
9786052887455,Mahiriyat,0,0,0,0,0,0.00
9786257319867,Erek,0,0,0,0,0,0.00
9786257319775,Benim için Ölür müsün?,0,0,0,0,0,0.00
9786051804491,Yarısız,0,0,0,0,0,0.00
9786257319942,Mezar,0,0,0,0,0,0.00
9786057631039,Şah İsmail,0,0,0,0,0,0.00
9786051802770,Yakışıklı Cesetler,0,0,0,0,0,0.00
9786051802084,İki Aşk Arasında,0,0,0,0,0,0.00
9786257702195,Umuta Bir Gül,0,0,0,0,0,0.00
9786257702256,Aşktan Kaçtım,0,0,0,0,0,0.00
9786258032765,Köpekli Adam,0,0,0,0,0,0.00
9786051803982,Fabien'in Suçu Ne?,0,0,0,0,0,0.00
9786258032734,Berfo,0,0,0,0,0,0.00
9786057623386,Yan Benimle,0,0,0,0,0,0.00
9786052889091,Sabır Güneşi,0,0,0,0,0,0.00
9786057631237,Generalin Aşkı,0,0,0,0,0,0.00
9786057852687,Dışarısı Leylak Kokuyordu,0,0,0,0,0,0.00
9786257633314,Cahilizm,0,0,0,0,0,0.00
9786257633079,Yorgun Ana,0,0,0,0,0,0.00
9786051806518,Genç Kaldım,0,0,0,0,0,0.00
9786257268707,Son,0,0,0,0,0,0.00
9786257633116,Rüzgarlı Bir Rüya,0,0,0,0,0,0.00
9786057749024,Kızıl Harekat,0,0,0,0,0,0.00
9786254300103,Soda Limon Tuz,0,0,0,0,0,0.00
9786257633802,Edante - Eda ve Dante,0,0,0,0,0,0.00
9786057749154,Turkuaz,0,0,0,0,0,0.00
9786050960990,Değil Efendi'nin Renk ve Korku Meselleri,0,2,6,23,29,4.32
9786052884102,Gri,0,0,0,0,0,0.00
9786050925760,Değmez,2,7,17,71,162,4.48
9789750848445,Sus Barbatus! - 2,1,3,11,41,80,4.44
9786257189590,Farklı Tipler 2 - Son Yarı,0,0,0,0,0,0.00
9786052884980,Arabella,0,0,0,0,0,0.00
9786052885796,Süveyda,0,0,0,0,0,0.00
9786257716239,Altıncı Element,0,0,0,0,0,0.00
9786052885888,Kadınlar Arasında Safvet Nezihi,0,0,0,0,0,0.00
9786254306907,Gülmira - Doğu Türkistan'ın Yorgun Çiçeği,0,0,0,0,0,0.00
7000100011154,Oya Baydar Seti - 6 Kitap Takım,0,0,0,0,0,0.00
9786254195198,Karanlık Sicil,0,0,0,0,0,0.00
9786257988575,Işıklı Barış Kalemleri,0,0,0,0,0,0.00
9786254074455,Aygır Fatma,0,3,8,15,2,3.57
9786051857541,Acemiler,0,2,12,15,3,3.59
9789752894532,Nefes Nefese,491,1640,6831,11295,8047,3.88
9786257633789,Sefillerin Göçü,0,0,0,0,0,0.00
9786257633987,Topal Hasan,0,0,0,0,0,0.00
9786258032420,Adım Sonbahar,0,0,0,0,0,0.00
9786057852656,Boşluğun Dansı,0,0,0,0,0,0.00
9786051804293,Çekmeceden Öyküler,0,0,0,0,0,0.00
9786057809537,Bir Marmaris Masalı,0,0,0,0,0,0.00
9786258449228,Izdırap Rüzgarları - Kalleş Dünya,0,0,0,0,0,0.00
9786051807232,Cik Ciki Bebek,0,0,0,0,0,0.00
9786258495423,Zamir,21,87,340,457,319,3.79
9786258105155,Sylvia'nın İnci Kolyesi,0,0,0,0,0,0.00
9786052886809,Siyaha Dönüş,0,0,0,0,0,0.00
9786052887097,Ayrılık,0,0,0,1,1,4.50
9786257313681,Yeni Bir Gün,0,0,0,0,0,0.00
9786257335195,Mükemmel ve Saçma,0,0,0,0,0,0.00
9786257313629,Kayıp Zamanlar,0,0,0,0,0,0.00
9786257170321,Tanrının Saati,0,0,0,0,0,0.00
9786052499542,Mecruh,0,0,0,0,0,0.00
9786257170291,Ejder Kelebek Gün Doğumu,0,0,0,0,0,0.00
9786257790772,Bir Beden Bin Bedel,0,0,0,0,0,0.00
9786257790048,Yalnızlık Ömür Boyu,0,0,0,0,0,0.00
9786052496992,Sonra Ağlarım,0,0,0,0,0,0.00
9789750749230,Çocuk Ölümü Şarkıları,2,6,20,12,4,3.23
9786257639460,Yanmak ve Erimek,0,0,0,0,2,5.00
9786254070242,Emek Öyküleri,0,0,0,0,0,0.00
9786052873953,Hayata Kısa Dokunuşlar,0,0,0,0,0,0.00
9786050944518,Mektup,2,2,7,11,8,3.70
9786051489841,Kaderin Gazabı,0,0,0,0,0,0.00
9789750736070,Şano,0,0,0,0,0,0.00
9786052870044,Ağlayan Gölge,0,0,0,0,0,0.00
9786052876800,Umuda Giden Yol,0,0,0,0,0,0.00
9789752890381,Metros,0,0,0,0,0,0.00
9786059867160,Kayıp Günlük,0,0,0,0,0,0.00
9786257411158,Azaplıktan Çileye - Bir Mevlevi Dervişin Hikayesi,0,0,0,0,0,0.00
9786056978104,Canşikar,0,0,0,0,0,0.00
9786257912051,Ekmeğin Ölümü,0,0,0,0,0,0.00
9786050977684,Kaybolan,2,10,42,71,39,3.82
9786050918038,Ustam ve Ben,332,1090,5018,10138,8887,4.030
9786051419282,Yalnızlar,2,2,7,15,21,4.090
9786051855097,Fresko Apartmanı,2,14,33,114,88,4.080
9786051857909,Yolda Ansızın,0,0,9,15,10,4.030
9786258215540,Düşerken,9,15,64,107,101,3.93
9786051414898,Ağır Roman,19,46,202,389,366,4.010
9786050913149,Hasret,9,37,116,179,167,3.90
9786051853154,Son,6,66,208,221,155,3.69
9786057623607,Farklı Tipler,0,0,0,0,0,0.00
9786257426190,Nuri Paşa Bakü Yollarında,0,0,0,0,0,0.00
9786257462846,Cemilem - Kırık Kalpler 1,0,0,0,0,0,0.00
9786257793407,Gökkuşağı,0,0,0,0,0,0.00
9786058021365,Ama,0,0,0,0,0,0.00
9786257938839,Kavşak,0,0,0,0,0,0.00
9786257002912,Hagavur Nazım,0,0,0,0,0,0.00
9786257002509,Mankurt,0,0,0,0,0,0.00
9786056977961,Mutsuzun Gözleri,0,0,0,0,0,0.00
9786257976572,Kara Turlogh,0,1,1,0,1,3.33
9786057749895,Muhacir,0,0,0,0,0,0.00
9786257976091,Baykür,0,0,0,0,0,0.00
9786254303241,Arketipsel Sembolizm - Elif Şafak Örnekleminde,0,0,0,0,0,0.00
9786051112305,Bizim Gizli Bahçemizden,26,27,28,11,12,2.58
9786050906103,Aurora'nın İncileri,12,22,68,96,91,3.80
9786050931488,Piraye,237,372,739,823,802,3.53
9786050931518,En Son Yürekler Ölür,102,150,289,275,256,3.40
9786050933567,Kelepçe,12,25,69,74,58,3.59
9786051857084,Öteki Düşler,2,1,12,13,6,3.59
9789750738999,Yeni Dünya,11,65,453,1151,1139,4.19
9786050958294,Aşıklar Gece Ölür,0,1,1,2,0,3.25
9789750724220,Suzan Defter,17,60,353,1123,1204,4.25
9789750748011,Kerim Usta'nın Oğlu,1,6,24,8,2,3.10
9789750847288,Tortu,0,2,24,91,147,4.45
9789750851452,Sus Barbatus! - Cilt 3,1,0,10,20,46,4.43
9786053235088,Bilge Çocuk,0,0,0,0,0,0.00
9786051279497,Hayattan Hikyeler 2 - Kadriye'nin Kaderi,0,0,0,0,0,0.00
9786051279589,İstanbul 2029,0,0,0,0,1,5.00
9786051417356,Geç Bir Sonbahardı,1,0,0,6,1,3.75
9786053231448,Tasma,0,0,0,0,0,0.00
9786053231431,Türbeli Karakol'dan Kurtalan'a,0,0,0,0,0,0.00
9786053231400,Kurd'un Yöresi,0,0,0,0,0,0.00
9786053231615,Prenses Zehra,0,0,1,0,1,4.00
9786050924428,Üç Nokta,0,0,0,2,7,4.78
9786050922820,Öteki Bahçe,0,2,11,12,12,3.92
9786053230465,Mutsuz Türk,0,0,0,0,0,0.00
9786053234128,Gıcık Üvey Kardeş,0,0,0,0,0,0.00
9786053233848,Glory Mucizesi,0,0,0,0,0,0.00
9786051419497,Rüya Yolcusu,0,2,2,3,4,3.82
9786053233558,Boksör Çocuk,0,0,0,0,0,0.00
9786053235712,Tanrı'nın Göksel Çocukları,0,0,1,0,0,3.00
9786051274935,Derin,0,0,0,0,0,0.00
9786051277141,Underground Düşünce Oyunu,0,0,0,0,0,0.00
9789750725272,Aşk Mutfağından Yalnızlık Tarifleri,18,38,170,208,96,3.62
9789753634632,Berlin'in Nar Çiçeği,2,6,46,67,44,3.88
9786055618858,Kayıp Umutlar,0,0,0,0,0,0.00
9789750817861,İncir Çekirdeği Yanığı,0,1,1,1,0,3.00
9789752897274,Serseri Milyoner - İki Damla Gözyaşı,1,0,9,21,13,04.02
9789750735141,Kumrunun Gördüğü,6,13,40,59,27,3.61
9789752897120,Reşo Ağa,2,4,19,20,12,3.63
9786051116563,Tuhaf,7,17,36,7,2,2.71
9789752897632,Kudüs'ün Gönüllü Sürgünleri,0,0,0,0,0,0.00
9789750812835,Korku Benim Sahibim,1,3,8,8,4,3.46
9789752894587,Arkadaş Islıkları,2,9,32,48,30,3.79
9789752894525,Suç ve Ceza,3,11,25,67,194,4.46
9786054034260,Tebessüm,0,0,0,0,0,0.00
9786054034338,Sevgi Hep Siyah Kaldı,0,0,0,0,0,0.00
9786050909357,Cennetin Kayıp Toprakları,1,4,3,7,10,3.84
9786051276113,Hayatımda Bir Gün,0,0,0,0,0,0.00
9786051416427,Son Oyun,40,83,217,177,78,3.29
9786051275574,Zaman İlerliyor,0,0,0,0,0,0.00
9786051415901,Tebessüm-i Elem,0,4,2,4,1,3.18
9786051274829,Çilemin Adı Yok,0,0,0,0,0,0.00
9786052964125,Anakat,0,0,0,0,0,0.00
9786052964491,Çapulacılar Sokağı,0,0,0,0,0,0.00
9786052964835,İnsanlığa Yolculuk,0,0,0,0,0,0.00
9786051850351,Ayışığı Sofrası,1,3,13,11,13,3.78
9786053237181,Sevda-i Aşkı Nur,0,0,0,0,0,0.00
9786053237594,Hayalbaz Havariler,0,0,0,0,0,0.00
9786051419367,Babamın Ardından,1,2,4,3,0,2.90
9786051419268,Bırindar,0,0,0,2,1,4.33
9786051277400,O Yeminliydi Aşka ve Susmaya,0,0,0,0,0,0.00
9786051277592,Ölüm Korkusu,0,0,0,0,0,0.00
9786053231936,Bir Avuç İnsan,0,0,0,0,0,0.00
9786053232254,Ah Bir Bilsen,0,0,0,0,0,0.00
9786053232131,Toz Adam,0,0,0,0,0,0.00
9786051418742,Karakter Taciri,0,0,0,1,0,4.00
9786051418728,Dansözün Ölümü,2,5,3,0,0,2.10
9786050905847,Hümeyra'nın Anıları,0,0,0,4,0,4.00
9789750724947,Baba Oğul ve Kutsal Roman,6,19,77,88,52,3.67
9789750819803,Taş Devri,0,4,4,5,4,3.53
9786050900750,Kim,0,0,0,0,0,0.00
9789752898585,Alman Ekmeği,0,3,6,16,6,3.81
9786052968079,Kıyamet'in Gölgesi-Uyanış,0,0,0,0,0,0.00
9789750732973,Sadık Bey,6,53,112,83,35,3.30
9786052963142,Kelebeğin Son Günü,0,0,0,0,0,0.00
9786052963272,Kaçış Operasyonu,0,0,0,0,0,0.00
9789750736063,Öyle Güzel Bir Yer ki,3,13,95,76,38,3.59
9786052963302,Eyşan,0,0,0,0,0,0.00
9786053238010,Efendi Hazretleri ve Clark,0,0,1,0,0,3.00
9789750726279,Dağın Öteki Yüzü,2,13,27,47,18,3.62
9786053238119,Temmuz Selası,0,0,0,0,0,0.00
9786053237914,Rüyadaki Gerçekler,0,0,0,0,0,0.00
9786053238430,Hasret-Başka Hayatlar,0,0,0,0,0,0.00
9786051273877,Sürekli Barış,0,0,0,0,0,0.00
9786051270159,Anevrizma,0,0,0,0,0,0.00
9786051273785,İki Kere İki Dört Etmez,0,0,0,0,0,0.00
9789750734175,İçimde Kim Var,3,14,30,54,23,3.65
9786050951103,Resimli Dünya,1,5,16,18,9,3.59
9789752891753,Hayat Geçiyor Sen Neredesin?,0,0,0,0,1,5
9789750800931,Benim Sinemalarım,0,5,50,115,97,4.14
9789753639118,Pervaneler,0,4,3,11,5,3.74
9786051273099,Her Zamanki Gibi,0,0,0,0,0,0.00
9786051272894,Asmada Salıncak,0,0,0,0,0,0.00
9786051270937,Karınca,0,0,0,0,0,0.00
9786051270999,Gözyaşı Serinliğinde,0,0,0,0,0,0.00
9786051270562,Berzah,0,0,0,0,0,0.00
9786051271125,Kırmızı Kalem Darbeleri,0,0,0,0,0,0.00
9789752892316,Kestane Karası,0,1,4,4,4,3.85
9789750805325,Alacaceren,2,4,16,29,16,3.79
9786051272313,Çağlar Ötesi Aşk,0,0,0,0,0,0.00
9786053231110,Üç Günlük Dünya,0,0,0,0,0,0.00
9786053231035,İki Kere Ben,1,0,0,0,0,1.00
9786051279268,Dalgalara Müptela,0,0,0,0,0,0.00
9786052961766,Yıllardan Zarafet Mevsimlerden Aşk,0,0,0,0,5,5.00
9786052961827,Timuçin ve Ay Işığı,0,0,0,0,0,0.00
9786051853406,İki Yeşil Susamuru-Midi Boy,64,233,734,963,681,3.73
9786053238065,Bir Düğün Bir Cenaze,0,0,0,0,0,0.00
9786052960042,Kahverengi Giyen Adam,0,0,0,0,0,0.00
9786258142709,Demir Dağ,0,0,0,0,0,0.00
9786258105148,Peri,0,0,0,0,0,0.00
9786258041989,Sessiz Çığlıkların Sesi,0,0,0,0,0,0.00
9786258041552,Muhammed Kamil Hüseyin ve Karyetu'n Zalime Adlı Romanı,0,0,0,0,0,0.00
9789753635950,Abdullah'ın Ablası,0,0,0,0,0,0.00
9786254076954,Sinek Göçü,0,0,0,0,0,0.00
9789750755491,Küçük Aile - Hikayeler - Orijinal ve Sadeleştirilmiş Metin Bir Arada,0,0,0,0,0,0.00
9786052877135,Benim Acı Hikayem,0,0,0,0,0,0.00
9786254194023,Serçe'nin Derin Acıları,0,0,0,0,0,0.00
9786258142020,Yedi Denizin Masalı,0,0,0,0,0,0.00
9786258330618,Değişen Bir Hayatın Öyküsü,0,0,0,0,0,0.00
9786254199271,Haftalardan Biri,0,0,0,0,0,0.00
9786254199264,Ödek Kızı,0,0,0,0,0,0.00
9786256909847,Uyanış Tebliği - Son Çağrı,0,0,0,0,0,0.00
9786256940475,Marco Polo,0,0,0,0,0,0.00
9786254197499,Keyif Veren Zehirler,0,0,0,0,0,0.00
9786256909120,Bir Hüzün İstanbul,0,0,0,0,0,0.00
9786256909380,Zamanımız Tükeniyor,0,0,0,0,0,0.00
9786258330038,Ece'l,0,0,0,0,0,0.00
9786254195228,Zırh,0,0,0,0,0,0.00
9786258219098,Abkant Yıllar,0,0,0,0,0,0.00
9786052495063,Yokluğunla Yenilenmek,0,0,0,0,0,0.00
9786057823571,Cennet Tabutu,0,0,0,0,0,0.00
9786257557887,Yıldızlar Söndü,0,0,0,0,0,0.00
9786254075766,Çıkrıklar Durunca - Unutturmadıklarımız Serisi,0,10,21,25,7,3.46
9786254075940,Bacayı İndir Bacayı Kaldır - Unutturmadıklarımız Serisi,0,0,1,1,0,3.50
9786254076152,Çingeneler,0,0,1,0,0,3.00
9786254071171,Leyla Günleri,0,0,0,0,0,0.00
9789750748578,Yankı,2,5,23,34,25,3.84
9789750751448,Son Öpüş,2,1,3,6,2,3.36
9786052876749,Varna Nere Hınıs Neree,0,0,0,0,0,0.00
9786254073250,Dengü - Son Bir Şanslar,0,0,0,0,0,0.00
9789750847592,Kış Yolculuğu,0,1,14,52,34,4.18
9786051855103,Her Kabilenin Bir Endişesi,0,2,8,13,15,4.080
9786257613972,Kralı Vurmasınlar,0,0,0,0,0,0.00
9786257639071,Ceviz İçi Öyküler,0,0,0,0,0,0.00
9789750734519,Kül ve Yel,3,4,11,5,2,2.96
9786052968130,Düşler Kadar Uzakta,0,0,0,0,2,5.00
9786057979568,Deli'l,0,0,0,0,0,0.00
9786052494721,12 Eylül Kadınları,0,0,0,0,0,0.00
9786052873687,Bitti mi?,0,0,0,0,0,0.00
9786257043106,Babamın Baharı,0,0,0,0,0,0.00
9789750741876,7,13,40,105,132,117,3.74
9789750741890,19,1,9,15,20,12,3.58
9786057823823,Görülmeyenin Ötesinde,0,0,0,0,0,0.00
9786052873847,Man Adası Maceraları ve Nicola,0,0,0,0,0,0.00
9786057720115,Son Nefeste Aşk,0,0,0,0,0,0.00
9786257043113,Çiçek Bahçesi,0,0,0,0,0,0.00
9789750846724,Vadi,0,0,1,9,6,4.18
9786257043373,Darağacındaki Gonca Hallacı Mansur-Aşk Üçlemesi 1,0,0,0,0,0,0.00
9786057720870,Asena ve Açelya 2 Yazar 1 Editör,0,0,0,0,0,0.00
9786052495933,Okulda Denemeyiniz!,0,0,0,0,2,5.00
9786052496497,Mavi,0,0,0,0,0,0.00
9786257993340,Geçmişim Bugünüm Yarınım,0,0,0,0,0,0.00
9786051858920,Gece Çığırtkanları,1,3,4,6,1,3.20
9786254196560,Deniz Kabuğunun Şarkısı,0,0,0,0,1,5.00
9786052878156,Şans,0,0,0,0,0,0.00
9786256363885,Vuslat,0,0,0,0,0,0.00
9786257157216,Çulluk,0,0,0,0,0,0.00
9786258219975,Gün Kurusu,0,0,0,0,0,0.00
9789750743788,Harap Mabetler,1,0,5,5,2,3.54
9789750744716,Melekler Erkek Olur,21,26,112,90,45,3.38
9786052498866,Arafta Kalanlar,0,0,0,0,0,0.00
9786257557221,Gölge Etmem,0,0,0,0,0,0.00
9786051856667,Görünür Bir Yerde,0,1,6,11,2,3.70
9786254076626,Saraylarda Mecnunlar,0,0,0,0,0,0.00
9786257472883,İçimdeki Alev,0,0,0,0,0,0.00
9786254076725,Önlüklü Krallar Zırhlı Kullar,0,0,0,0,0,0.00
9786257993098,Ruhum Aysel,0,0,0,0,0,0.00
9786257993982,Kırmızıyla Ben,0,0,0,0,0,0.00
9789753168427,Öykümü Kim Anlatacak,4,7,31,24,16,3.50
9786052499887,Bir Garip Eylül Akşamı,0,0,0,0,0,0.00
9786052499849,Adenin Ölü Kadınları,0,0,0,0,0,0.00
9789750747229,Zamanın En Kısa Hali,0,8,17,15,6,3.41
9786052875544,Kadının Gözyaşı,0,0,0,0,0,0.00
9786052875247,Geriye Aşk Kaldı,0,0,0,0,0,0.00
9786051855400,Akşamlar Artık Serin,0,0,4,7,4,4.00
9786257255783,İnfazlık Acılar,0,0,0,0,0,0.00
9786257713269,Saplantı,1,0,0,0,0,1.00
9789750752605,Rüyada Terakki ve Medeniyet - i İslamiyeyi Rüyet-Günümüz Türkçesiyle,2,2,19,11,6,3.43
9786257335225,Aksülamel,0,0,0,0,0,0.00
9786257313902,Aşk ve Acı,0,0,0,0,0,0.00
9786050980486,İmkansız Bir Liste,0,0,0,0,0,0.00
9786257335164,Gökkuşağı Köprüsü,0,0,0,0,1,5.00
9786257335201,Deli,0,0,0,0,0,0.00
9786254072000,Tıkandı Baba,0,0,0,0,0,0.00
9789750849091,Aşk Yaşama Çok Uçuk,0,6,11,8,7,3.50
9786052875803,Cesaret,0,0,0,0,0,0.00
9786052875902,Akdeniz Kanatlarımın Arasında,0,0,0,0,0,0.00
9786051855752,Denize Doğru,0,0,0,3,3,4.50
9786052876114,Göbeklitepe Cinayetleri,0,0,0,0,0,0.00
9786257335508,Necip,0,0,0,0,0,0.00
9786257613484,Zoraki Göç Seti - 2 Kitap Takım,0,0,0,0,0,0.00
9786052876671,Evimde Kalamam Artık,0,0,0,0,0,0.00
9789750850905,Güz Her Şeyi Bilir,1,4,0,6,4,3.53
9786051856315,Balıksırtı,0,1,4,6,3,3.79
9786257613521,Bu da Geçer - İki Kadın İki Öykü,0,0,0,0,0,0.00
9786254073731,Uyumadan Önce,0,0,0,5,1,4.17
9786254073700,Şah'ı Öldürmek,0,0,0,0,0,0.00
9786254074127,Yol Düşkünü,0,0,0,0,0,0.00
9786254073953,Onun Adı Raperin,0,0,0,0,0,0.00
9786051856162,Nişan Evi,0,2,14,10,5,3.58
9786257408028,Tatarina,0,0,0,0,0,0.00
9786051855615,O Pazartesi Eminönü: Gördüklerimiz Göremediklerimiz - 3,0,0,2,2,2,4
9786254071485,Perdesiz Hayatlar,0,0,0,0,0,0
9786257313193,Köyümün İnsanları,0,0,0,0,0,0.00
9786050980035,Her Zerre Kara,1,4,7,4,0,2.88
9786051855714,Aklımda Hep Sen - Midi Boy,8,23,67,63,31,3.45
9786052496954,Sara Sızlayan Öyküler,0,0,0,0,0,0.00
9786052497128,Ve Sonra Sana Yazdım,0,0,0,0,0,0.00
9786257072342,Hiçliğe Yolculuk,0,0,0,0,0,0.00
9786257072755,Jakupi-İstanbul Hikayeleri,0,0,0,0,0,0.00
9786052496862,Maggie: Bir Sokak Kızı,445,1380,3440,2570,1256,3.31
9786257043809,Khan İki Yakın Kalp,0,0,0,0,0,0.00
9786257095235,İnsan Tozu,0,0,0,0,1,5.00
9786052497753,Kuşlar Ağacı,0,0,0,0,0,0.00
9786257095419,Darbeli Çocuklar,0,0,0,0,0,0.00
9786257072700,Maalmemnuniye-İkimizin Arasında,0,0,0,0,0,0.00
9786257095136,Bir Yürekte İki Memleket,0,0,0,0,0,0.00
9786257095556,Ken Me Ken,0,0,0,0,0,0.00
9789750740268,Unutma Bahçesi,13,41,91,100,70,3.55
9786057883704,Sekiz,0,0,0,0,0,0.00
9786052493359,Kalbin Cennet ve Cehennemi,0,0,0,0,0,0.00
9786057883605,Derdistan,0,0,0,0,0,0.00
9786052493663,Firari,0,0,1,0,0,3.00
9786057640390,İsmi Lazım Değil-Bir Genç Adam,0,0,0,0,0,0.00
9786052968727,Büyük Tren,0,0,0,0,0,0.00
9786052969083,Yüreğime Bak,0,0,0,0,0,0.00
9786052969137,Manastır Gelinleri,0,0,0,0,0,0.00
9786052969168,Yurtsuz Aşk,0,0,0,0,0,0.00
9786057720832,Dört Kadın Dört Hayat,0,0,0,0,0,0.00
9786052495711,Ziyan,0,0,0,0,0,0.00
9786056977152,Babaların Efendisi-Serinin 1. Kitabı,0,0,0,0,0,0.00
9786052495827,Küçüklere Büyüklere Masallar,0,0,0,0,0,0.00
9786052495865,Müjgan,0,0,0,0,0,0.00
9786050971316,Ağlamak Yok!,1,0,6,12,7,3.92
9786057593771,Mucize Sen Ol,0,0,0,0,0,0.00
9789750739705,Yusuf'u Bulmak,1,5,10,12,15,3.76
9786057883018,Son Paragraf,0,0,0,0,0,0.00
9786051853673,Bir Cuma Rüzgarı Kadıköy,0,8,16,16,6,3.43
9786057593825,O Sen Olmamalıydın,0,0,0,0,0,0.00
9786050961928,Ben Babam ve Diğerleri,1,3,9,22,40,4.29
9786051853895,Dağda Duman Yeri Yok,0,1,1,1,2,3.80
9786057640857,Yeryüzünün Gözyaşları,0,0,0,0,0,0.00
9786052495315,Son Tebessüm,0,0,0,0,0,0.00
9786057720108,Şef,0,0,0,0,0,0.00
9786057720245,Değişenler,0,0,0,0,0,0.00
9786057720283,Elektromanyetizma-Boyun Eğmeyenlerin Romanı,0,0,0,0,0,0.00
9786052490976,Artık Bu Solan Ankara'da Rüzgarlı Sokak'a Yer Yokv,0,0,0,0,0,0.00
9786052494493,Kıyım-12 Eylül,0,0,0,0,0,0.00
9786051854069,İçimdeki İstanbul Fotoğrafları,1,4,14,11,7,3.51
9786254197833,Kadın ve Kuklası,0,0,0,0,0,0.00
9786256940758,Yol,0,0,0,0,0,0.00
9786256940918,Hikaye Cambazı,0,0,0,0,0,0.00
9786254197895,Dünkülerin Romanı - Unutturmadıklarımız Serisi,0,0,0,0,0,0.00
9786254198168,Kalbimin Suçu - Unutturmadıklarımız Serisi,0,0,0,2,0,4.00
9786254194849,Değirmen - Unutturmadıklarımız Serisi,28,216,1065,1957,1529,3.99
9786254194863,Sırça Köşk - Unutturmadıklarımız Serisi,20,129,854,2255,2598,4.24
9786051858845,Görsel Yolculuklar,0,1,1,3,6,4.27
9786256363311,Halil,0,0,0,0,0,0.00
9786256363267,Arınma Akşamında Aşk,0,0,0,4,0,4.00
9786254196133,Geçmiş Kalıntıları İçin Bir Ağıt,0,0,0,0,0,0.00
9786256363717,Kalbim Bellagio'da Kaldı,0,0,0,0,0,0.00
9786258219289,Artı Nefes,0,0,0,0,0,0.00
9786254195891,Gülümsemek Paşa'lar Gibi..,0,0,0,0,0,0.00
9786051857282,Ödül,0,0,0,1,0,4.00
9786258142334,Tüm Kelebekler Öldüğünde,0,0,0,0,0,0.00
