ISBN,name,one_star_count,two_star_count,three_star_count,four_star_count,five_star_count,average_rating
9786050944525,Kongo'ya Ağıt,15,57,290,692,696,4.14
9786257359276,4. Maymun,458,1402,6822,21795,25579,4.26
9789752124172,Uyuyan Güzeller,2758,7367,23179,32313,22614,3.73
9789944824453,İblis Döngüsü 1- Dövmeli Adam,2165,4136,15493,43506,61558,4.25
9789752127449,Uykusuzluk - İnsomnia,4220,12364,40230,52427,51074,3.83
9789754058765,Büyücü ve Cam Küre - Kara Kule Serisi 4.Kitap,1945,6624,28454,67558,102008,4.26
9789751026279,Gizli Yapraklar,0,0,0,0,0,0.00
9786051860916,Anna - Kan Giyinmiş Kız - Özel Seri,3341,7248,22842,35498,37682,3.91
9799758461102,Kan Gölü,128,638,3838,6483,5247,3.98
9789751027054,Zik Zak,62,175,480,735,518,3.75
9786053756613,Innsmouth'un Üzerindeki Gölge,196,865,4229,9382,8891,4.10
9789751027788,Kritik,81,373,1709,2048,1179,3.72
9789751002341,Yaralı Gönüller,0,1,0,0,0,2.00
9786053480365,Bıçak Sırtı (Özel Baskı),163,586,2254,3216,2874,3.89
9786053480358,Gece Nöbeti (Özel Baskı),144,657,3992,7169,6266,4.030
9786053480433,Oyunbozan,842,2298,15189,30272,21011,3.98
9786053480952,Kemik Büyüsü - Ayın Kardeşleri Serisi 7.Kitap,47,182,945,1770,2452,4.19
9786053480402,Kayıp  - Özel Baskı,303,1403,8296,16110,12038,4.00
9786055420543,Karanlık - Ayın Kardeşleri Serisi 3.Kitap,98,346,1767,2816,3100,4.040
9786055420413,Orman - Kampanya Boy,1090,3338,19562,45144,35537,4.060
9786053480655,Mahzen,41,128,543,674,324,3.65
9786053480983,Şeytan Kadın - Ayın Kardeşleri Serisi 6.Kitap,53,191,1117,2054,2489,4.14
9786053480303,Çırak (Özel Baskı),460,1527,11701,28437,25372,4.14
9786053480310,Günahkar (Özel Baskı),339,1229,10312,25201,22005,4.14
9786055420376,Değişim - Ayın Kardeşleri Serisi 2.Kitap - Özel Basım,151,486,2055,2996,3208,3.97
9786053480976,Ben Ölmeden Önce,49,221,1001,1439,877,3.80
9789752121706,Abanoz Kadar Siyah,94,311,1010,1079,535,3.54
9789752120198,Gece Yarısı Kütüphanesi - Sesler,14,28,120,106,122,3.75
9789758461721,Beşinci Tüp,46,223,1109,1714,1264,3.90
9786054335596,25. Madde,67,304,1485,2074,1209,3.79
9789752120488,Kan ve Kum,5,20,68,85,88,3.87
9786058808522,Kar Melekleri,103,339,1349,1883,867,3.68
9786053752486,Deliliğin Dağlarında,1247,5039,14293,19812,16751,3.80
9786051867717,Ateşin Şarkısı,333,1177,4859,8289,7076,3.95
9786051867724,Davetsiz Sesler,0,0,0,0,0,0.00
9786051867700,İyi Kız,5913,17117,65237,102680,67953,3.81
9786051867731,Gecenin Aynası,98,254,1089,2410,2936,4.15
9786051867885,Kasap,11,20,119,222,127,3.87
9789944485135,Kusursuz Kabus,80,290,1262,1889,1641,3.91
9786051115627,Kaybeden Ölecek,37,154,918,2343,1847,4.10
9786057762856,Hiçbir Şey Göründüğü Gibi Değil,0,4,20,27,11,3.73
9789944485746,Hava Kararınca,0,0,0,0,0,0.00
9789751029706,Frankestein 3 - Yaşayan Ölü,360,1276,5562,8751,9792,4.020
9789752977945,Suikast,0,0,0,0,0,0.00
9786051428123,Komplo 365 Ekim,0,0,1,0,2,4.33
9789752124233,Herkesten Farklı,106,564,2972,5266,3018,3.89
9786051426303,Komplo 365 Haziran,0,0,0,0,0,0.00
9786051420523,Karakozak Operasyonu,0,0,1,0,1,4.00
9789758733927,Alias - Çaylak Ajan ve Saklı Hayat,0,0,1,1,1,4.00
9786051425603,Komplo 365 Ocak,0,0,3,1,1,3.60
9786053321194,Huckleberry Finn'in Maceraları,35028,94306,321355,444097,392817,3.83
9786054482375,Tuhaf Melekler,1972,3975,9427,12015,14061,3.79
9786054482979,Supernatural - Ejder Yürek,77,267,747,793,1141,3.88
9786054482986,Yaşamak İçin Kaç,218,1085,7239,14429,12385,4.070
9759758733371,Gülen Ceset,0,0,0,1,0,4.00
9786053046660,Sandokan - Malezya Korsanları,29,93,540,781,569,3.88
9786054482160,Supernatural - Kemik Anahtar,54,252,918,1057,1374,3.94
9789944825542,Gece Yarısı Çığlığı,324,945,5434,12286,15409,4.21
9786051424118,Dokuzun Yükselişi,1351,3497,18358,38763,47674,4.17
9786054560219,Boardwalk Empire Rıhtım İmparatorlugu,68,339,1201,944,396,3.43
9786053042839,39 İpucu 1.Kitap-Kemik Labirenti,2595,6000,20848,27759,29020,3.87
9789752114388,Büyük Sır,0,0,0,0,0,0.00
9789758733903,Mavi Ay,0,0,0,0,0,0.00
9786054482955,Supernatural - Lanetli Emanet,31,147,603,824,1201,4.080
9789751030603,Ada,225,526,1364,1789,1422,3.69
9789751414687,Kaçırılan Kız,362,1490,5834,7386,6118,3.82
9789751405234,Ödüller,35,160,751,920,722,3.82
9786053480235,Geçmişle Dans,706,2514,14234,24403,15891,3.90
9786051420943,Supernatural Oğullar Savaşı,41,148,465,582,907,4.010
9786054228829,Supernatural - Bir Daha Asla,211,620,1833,2059,2556,3.84
9786051424248,Gümüş Kartal - Unutulmuş Lejyon Günlükleri 2. Cilt,16,125,627,1600,1501,4.15
9786053044147,Supernatural-Bir Yıl Sonra,55,158,425,510,749,3.92
9786054377190,Supernatural - Cadı Kanyonu,52,266,1075,1323,1556,3.95
9786051736662,Affedilmeyen-Bir Düşüş Romanı,471,1293,4116,5442,5962,3.88
9786053481416,Kızım İçin Son Kez,271,1099,8187,23314,21155,4.18
9786053043584,Beşin Düşüşü,399,1756,11149,25781,30848,4.21
9786258400496,5.Kan,0,1,0,0,0,2.00
9786051420431,Vedaya Zaman Yok,642,1701,7844,16467,13857,4.020
9786054228799,Zincirlenmiş Narkissos,1924,4730,12845,17483,23487,3.92
9786258401554,Uncharted: Resmi Roman Uyarlaması,0,8,40,67,36,3.87
9789752124745,Altın Aslan,159,338,1263,1972,1751,3.88
9789751413826,Sakin Cennet,709,2190,7955,9592,6703,3.71
9786055016197,İki Hayat Arasında,72,235,782,1797,2531,4.20
9786055506742,Koşucu,324,850,2810,4752,6656,4.080
9789944485036,Karacamdan Kelebek,1196,3387,11973,20486,28746,4.10
9789752126879,İstanbul'un Hayaletleri,0,2,5,6,6,3.84
9789944824170,Dünyayı Kim Kurtaracak?,14,17,55,55,24,3.35
9786054377381,Camlar Şehri-Ölümcül Oyuncaklar Serisi 3.Kitap,11805,30476,138087,298200,503982,4.27
9786052651582,Yolcular,460,1713,8535,20925,16730,4.070
9789751414533,Gideon'un Savaşı,0,0,0,0,0,0.00
9786054188239,Sil Baştan,512,1557,6503,15101,17250,4.15
9786054228218,Kemikler Şehri-Ölümcül Oyuncaklar Serisi 1.Kitap,56293,113267,368720,610900,908140,4.070
9789944825689,Vurgun - Düşüş Serisi 5.Kitap,3325,8168,24799,35721,49614,3.99
9789944824446,Tutku-Düşüş Serisi 3.Kitap,5483,14561,40483,49601,61671,3.86
9789751412881,Temyiz,1502,5242,18994,21414,12841,3.64
9789751411174,Çifte Kartal,69,164,713,912,549,3.71
9786055506018,Mavi Cennet,159,556,3203,7494,7549,4.15
9789752112438,Dijital Kale,20782,59344,183793,212943,169701,3.70
9789944425100,Kehribar Odası,448,1639,6313,9638,7681,3.87
9786055715434,Vulkan'ın Yaratılışı,84,232,885,1604,1608,4.00
9789751410979,Sıfır Oyunu,178,618,3231,5390,3826,3.91
9786053430827,Summer - Güzel Ölüler Serisi 3.Kitap,72,215,702,667,711,3.73
9786054629183,Akıl Labirenti,84,284,905,946,403,3.50
9786054629367,Akıl Oyunları,39,133,371,575,360,3.73
9786051732916,Assassin's Creed:Suikastçının İnancı Sahipsiz,109,361,1373,2077,2443,4.00
9789944826211,Hayatımın Filmi,47,172,694,703,343,3.57
9786051730325,Adalet,47,184,796,1093,756,3.81
9786051735702,Assassin's Creed:Suikastçının İnancı 7-Kara Sancak,82,237,980,1781,2263,4.11
9789752104037,Da Vinci Şifresi,87416,159708,471126,827750,864113,3.92
9786054188819,Klon,38,109,391,481,263,3.64
9789752105737,İhanet Noktası,18208,54913,187864,231848,187586,3.76
9789752123267,Başlangıç,5050,19478,82926,127150,101305,3.89
9789752111929,Kayıp Sembol,14855,52804,172029,215418,168046,3.75
9786055506841,İmparotor'un Mezarı,186,856,4809,8617,6426,3.97
9789752104556,Melekler ve Şeytanlar,108771,197413,656394,1105323,1196596,3.94
9789752116832,Cehennem,10254,35494,133734,211749,175123,3.89
9786055506292,Turist,247,839,3637,5946,3095,3.78
9786055506261,Paris Kulübü,174,749,4579,8277,5478,3.94
9789751408297,Beyaz Saray Baskını,314,880,6357,21139,28449,4.34
9786055506650,Büyük Hesaplaşma,0,0,0,0,0,0.00
9789944824255,Muhteşem Karanlık,3131,10584,35884,47207,42361,3.83
9786051734002,Assassin's Creed:Suikastçının İnancı 6-Cehennem,40,125,520,760,755,3.94
9789944829953,Assassin's Creed: Suikastçının İnancı Gizli Sefer,143,510,2006,3128,3513,4.010
9789944425988,Venedik İhaneti,304,1059,6305,11904,8358,3.97
9786051730851,Assassin's Creed: Suikastçının İnancı Sırlar,70,282,1151,1981,2624,4.11
9786055715731,Şarlman'ın İzinde,261,998,5259,9043,6389,3.92
2789788615054,Dan Brown-Set-Robert Langdon Serisi-5 Kitap Takım,0,0,0,0,0,0.00
9789752108707,Bedel,83,185,784,1717,2421,4.20
9789752105980,Metal Fırtına 2 - Kayıp Naaş,47,86,111,42,33,2.77
9789752978119,Ankara Tavası-11 Eylül Saldırısı Tü,0,0,1,1,0,3.50
9789751027900,Son Teori,63,264,761,651,272,3.40
9789751025876,Şeytan Tohumu,693,2060,5554,4344,3103,3.45
9789751028907,Maximum Ride - Dünyayı Kurtarmak ve Diğer Tehlikeli Sporlar,1352,4183,17498,29619,43073,4.14
9789751027122,Maximum Ride 2 ( Sonsuza Dek Okul Kapandı),1905,5065,21775,39117,54874,4.14
9789944485548,24 Truva Atı,0,0,0,0,0,0.00
9786053480839,Güven Bana,40,147,411,437,218,3.52
9786053480419,Kapan (Özel baskı),617,2527,15973,32922,23386,4.010
9786053480686,Geri Dönüş (Özel Baskı),152,935,7779,15886,10778,4.020
9786053480662,Kuşku,48,232,769,888,400,3.58
9786053480709,Bedeli Ödenen Günahlar (Özel Baskı),435,1203,6422,13477,12564,4.070
9786053480693,Cehennem Köşesi Cep Boy,330,1072,6558,16743,17318,4.18
9789758733552,Raydan Çıkanlar,62,200,648,1016,643,3.77
9789944485579,Haçın Şifresi,157,378,1491,2303,2182,3.92
9786050058055,Tanrının Kılıcı,51,208,912,1375,1276,3.95
9789752102941,Geçmişi Olmayan Adam,11700,20689,77511,150231,175715,4.050
9789752108691,Kızıl Vaiz,0,7,18,37,21,3.87
9786050927894,Tahterevallide Dengede Durma Sanatı,8,15,11,4,1,2.36
9786050913866,Boş Koltuk,30283,49109,98286,98261,56379,3.30
9789752105706,Karanlık Korkusu,744,2674,9408,10740,7448,3.69
9789753312462,Şeytanın Payı,22,90,347,404,305,3.75
9786053482710,Bay Hiçkimse,0,0,0,0,0,0.00
9789752730212,Hatteras'ın Maceraları-1.cilt,1,32,61,77,30,3.51
9789758733279,Mariana Çukuru,135,522,2132,3111,2609,3.89
9789752108967,Derin İmparatorluk,5,13,25,19,13,3.29
9789752107519,Metal Fırtına 3 - Kızıl Kurt,13,27,61,45,27,3.27
9789751414496,Küçük Avukat,921,2912,10963,13939,11236,3.79
9789759918477,Mükemmel Bir Gün,28,62,209,285,160,3.65
9789944823241,Çapraz Oyun,0,0,0,0,0,0.00
9759758733326,Suçlu Zevkler,0,0,0,0,0,0.00
9789944485333,Haberci,215,491,4024,12703,13330,4.25
9786050909340,Altın Kent,122,508,1536,1459,1037,3.60
9789754052169,Kıskaç,98,478,3839,6121,4232,3.94
9789752109377,Dokuz Kuyruklu Kedi,93,472,2290,2830,1511,3.72
9789944485593,Aşk Onların Oldu - Pembe Koleksiyon 9,1,5,20,13,17,3.71
9789944485487,Tehlikeli Maske - Pembe Koleksiyon 8,4,9,41,31,21,3.53
9786054228720,Üç Kalp,1,0,0,0,0,1.00
9786054228706,Gecelik Gelin,0,0,0,0,0,0.00
9786054228713,Eski Sevgili,0,0,0,0,0,0.00
9786054228751,Mutluluk Biter,0,0,0,0,0,0.00
9786054228690,Onu Da Sevdin Mi?,1,0,0,0,0,1.00
9786054228782,Ölüm Bizi Ayırıncaya Kadar,0,0,0,0,0,0.00
9786054228775,Aşk ve Diğer Olasılıklar,0,0,0,0,0,0.00
9786054228683,Aşk Suçları,0,0,0,0,0,0.00
9789944485616,Gelin Dalgası / Tanıdığım Herkes-Evleniyor-Yılları İçin-Hayatta Kalma Rehberi,1,0,0,0,0,1.00
9789758733798,Üremek Aşkın Kusuru,12,45,131,100,44,3.36
9786052164327,Aşk Eski Bir Yalan,73,233,1639,4724,6539,4.32
9789944485951,Aşk Büyüsü,0,0,0,0,0,0.00
9786051422770,Aşkın Resmi,5,9,23,25,18,3.53
9789944485630,Ne Yapsa Yeridir,0,0,0,0,0,0.00
9786053045519,Unutulmaz Anılar,14653,32280,130362,244036,400794,4.20
9789944485791,Ölümsüz ve İşsiz,524,1773,8982,12764,11474,3.93
9786054228416,Pozör,0,0,0,1,0,4.00
9786050058260,Ölümsüz ve Çaresiz,21,1059,6612,8718,6615,3.88
9786050058512,Eski Eşin Yaşam Rehberi,0,0,0,0,0,0.00
9786054377206,Pozör 2 - İyi Kusursuz ve Çirkin,0,0,0,0,0,0.00
9786051423203,Aşk Dersi,0,0,0,0,0,0.00
9786054228805,Selindrella - Türk Kızının Sofisi,0,0,1,1,1,4.00
9786054560202,Aşk Notası,0,0,0,0,0,0.00
9789944485043,Yüksek Ovalarda Tango,19,81,275,283,170,3.61
9786054377053,Ölümsüz ve Önemsiz,204,1102,5626,6759,5436,3.84
9786050058673,Ölümsüz ve İadesiz,0,0,0,0,0,0.00
9786057649515,Sahte Aşık,133,506,2940,5251,5107,4.050
9786051866420,Kusursuz,1194,5432,22804,28976,27051,3.88
9786051866390,İnanılmaz,822,3351,15041,22092,23691,3.99
9786059232166,Ejderin Ateşi,73,232,1630,3798,5415,4.28
9786055358259,Aşkı Konuşmak,0,1,0,0,0,2.00
9786051429304,Dört Günlük Bir Aşk Hikayesi,1,2,4,0,1,2.75
9786053046264,Merhaba Gün Işığı,384,2435,10500,9064,2928,3.46
9786054377534,Sonsuz - Ölümsüzler,20742,36164,74133,73875,89175,3.59
9786054482771,Sevgiliye 50 Büyü,0,0,0,0,0,0.00
9786054482849,Klasik,46,162,792,901,1120,3.96
9786054377640,Sevgili Bulmanın 50 Yolu,37,109,337,397,383,3.78
9786051423586,Karanlık Kalp,247,460,1089,1107,1130,3.60
9786051424156,İlk Bakışta Aşk'ın İstatistiksel Olasılığı,3477,10178,34879,42171,34339,3.75
9786054228508,Şanslı,67,347,1456,1534,1391,3.80
9786050058062,Umarsız,110,493,1857,1838,1578,3.73
9786054482818,Sinsi,39,167,883,962,1023,3.90
9786051426938,Falan Filan Büyük Aşk Ayrılık İhanet Seks,0,0,0,0,1,5.00
9786051429076,Aşkın Seçimi,3101,10121,40387,63228,72135,4.010
9786051420349,Hayatımın Aşkı,0,0,0,0,0,0.00
9786051426082,Beni Yine Sev,689,1887,5265,5973,4959,3.67
9786054482726,Kırılgan Sonsuzluk,877,3286,11799,14346,13927,3.84
9786054228843,New York Masalı,0,0,0,0,0,0.00
9786054482191,Gizli Gelin,0,0,0,0,0,0.00
9789944485524,Yaramaz,145,566,2196,2100,1780,3.71
9786054377237,Baştançıkarılmış,71,272,1242,1343,1149,3.79
9786054482832,Alçak,71,272,1242,1343,1149,3.79
9786050058918,Unutulmaz,97,398,1707,1703,1574,3.78
9786050058369,Sahildeki Evimiz,724,3030,11617,13368,7869,3.67
9789944485784,Başka Bir Aşkın Hikayesi,1819,1004,34604,57150,60998,4.040
9786257550130,Yasak Aşkın Kanıtı,1834,8243,45639,72932,44566,3.87
9786055016692,Yağmurla Gelen Mutluluk,183,417,1639,3777,6332,4.27
9786055016746,Değerli Şeyler,195,595,2499,4724,6071,4.13
9786051862538,Bir Varmış Bir Yokmuş,0,0,0,0,0,0.00
9786254481727,Dostluk Tüm Mevsimlerin Adıydı,1,0,0,0,0,1.00
9786051864280,Benden Başka Herkes,591,1175,3496,3000,2515,3.53
9786254482144,Ilk Ask Kurabiye Kulubu,54,168,669,974,921,3.91
9786055420727,Kusursuz,1194,5432,22802,28976,27051,3.88
9786254485527,Şeftali Kokan Sırlar,130,536,2073,2382,1908,3.77
9786254481697,Dileğim Sensin,22,52,411,800,836,4.12
9786050322217,Yerçekimi Melodisi,0,0,0,0,0,0.00
9786057649027,Emily,39,159,866,972,601,3.73
9786051739915,Ahali 2,1,2,1,1,0,2.40
9786257550628,Lekeli Taç,423,1745,4978,4200,2635,3.49
9786254489617,Arafta,28,33,129,262,377,4.12
9789944824569,Gece Yarısı Uyanışı,446,1189,6502,14576,20047,4.23
9786051429533,Büyük İkramiye,0,0,0,0,0,0.00
9789944485999,Kimse Daha İyisini Yapamaz,317,1342,4466,3437,3071,3.60
9786054228225,Yanık Tende Mayo İzi,0,0,0,0,0,0.00
9789944485449,İstediğim Sensin,540,1936,6340,5283,5690,3.69
9786051423227,Vintage Bir Aşk,170,869,4589,7021,3904,3.82
9786051422916,Pumalar,8,16,33,17,10,3.060
9786053043744,Kendimi Ararken Seni Buldum,0,0,1,1,3,4.40
9786054560080,Bana Yalan Söylediler,197,687,1940,1844,682,3.40
9789758733637,Dedikoducu Kız,3838,9055,21259,17311,16947,3.50
9786054228492,Sana Hiç Yalan Söyler Miyim?,281,998,3284,2467,2153,3.57
9786053042730,Aşk Tatili,4,4,9,9,16,3.69
9786051420011,Piyano Öğretmeni,0,0,0,0,0,0.00
9789758733828,Beni Sevdiğini Biliyorsun,762,3065,9171,6900,5174,3.50
9789944291279,Ben Böyle Severim,400,1713,5445,3963,3528,3.57
9786050058352,Hiçbir Şey Bizi Bir Arada Tutamaz,273,1166,3892,3005,2840,3.62
9786054377480,Selindrella - Acilen Evlenmem Lazım,0,0,1,0,0,3.00
9786050058253,Lüks,3612,7542,19564,23501,19335,3.64
9786055016500,Tesadüf,384,881,3331,4118,3907,3.81
9786050321104,Boşanalım Aşkım,0,0,0,0,1,5.00
9786254482076,Bir Yumak Aşk,21,64,223,304,273,3.84
9786055420741,İnanılmaz,0,0,0,0,0,0.00
9786053483878,Güzel Bir Gün,551,2790,14664,20530,11270,3.79
9786053489573,Biraz Yağmur Biraz Güneş,451,2208,14054,24388,16093,3.93
9786051865966,Kalbimin Gerçeği,0,0,0,0,0,0.00
9786051862156,Tek Mazereti Aşktı,759,2797,15018,25477,17034,3.90
9786051861746,Yirmi Dokuz Buçuk Neden,68,324,2023,4369,5235,4.20
9786254482151,Umut Mevsimi,144,252,687,973,1109,3.84
9786055016906,Tatlı Ateş,781,1754,6256,11374,14399,4.070
9786051425399,Sevgilim İstanbul,1,2,6,5,7,3.71
9786054377824,Seni Daima Seveceğim,160,563,1845,1732,1923,3.75
9786053045847,Bir Çapkının Evlenme Teklifi,88,343,1944,3661,3668,4.080
9786053046783,Kaptan Jackin Kadını,98,337,1307,2024,2136,3.98
9786054377046,Sakın Beni Unutma,220,847,2872,2321,2140,3.63
9786053040552,Unutulmaz Aşk,3268,11591,39686,60617,693131,3.98
9786051420035,Gelinler ve Nedimeler,120,301,1187,1430,1214,3.78
9786051420899,Sevgili Kadınım,0,0,0,0,0,0.00
9786053042457,Sana Hiçbir Şey Yetmez-Dedikoducu Kız Üçüzler,74,289,866,641,584,3.56
9786053043003,Kiminleysen Onu Sev-Dedikoducu Kız Üçüzler,32,181,602,588,779,3.87
9786051422213,Çıldırmış Bir Ev Kadınının Gizli Günlüğü,0,0,0,0,0,0.00
9789944829045,Tutsak Kraliçe,374,729,2424,3462,2888,3.78
9789944829694,Gönülden Bağlı,57,192,842,976,745,3.77
9786257359429,Ruh Eşini Bulduğunda,48,177,720,978,607,3.76
9786055016067,Cennet - Providence Üçlemesi 3,263,714,2932,5842,7724,4.15
9786258387636,10 Doğruluk 1 Cesaret,56,245,1212,1695,818,3.74
9786057649249,Aşk Dileği,89,357,2178,3440,2390,3.91
9786256947184,Aşk Çıkmazı,2827,13666,48966,49415,24841,3.57
9789944829090,Sırrın Bende Saklı,6,32,69,55,34,3.40
9789944825405,Körkütük,0,0,0,0,0,0.00
9786051733562,Kırmızı Elbisenin Hatıraları,62,136,439,462,394,3.66
9786059585958,Hedef,3156,14948,69048,108933,80932,3.90
9786254487767,Viking Şövalye,45,121,543,1056,966,4.020
9786254483639,Aşk Burada Çekmiyor,77,245,642,432,216,3.29
9786053042808,Deniz,0,0,0,0,0,0.00
9786051422589,Öpücük,106,273,983,1062,1001,3.75
9786053044543,Adanmış-Gerçek Ruh Bağı Asla Kopmaz,0,0,0,0,0,0.00
9786053044048,Uslanmaz Çapkın,454,1360,6140,8579,6570,3.84
9786051423685,Tehlikeli Güzellik,30,64,252,311,227,3.73
9786053043195,Audrey ve Bill,9,31,104,108,64,3.59
9786054377220,Son Şarkı,8659,31473,96683,180131,254471,4.16
9786053041504,Alışverişkolik Takipte,490,2000,7378,7242,4784,3.63
9786053043713,Unutma Beni Çiçeği,19,73,295,339,187,3.66
9786054377176,Carrie Günlükleri,1483,4476,12497,11705,8733,3.56
9786051425160,Bitli Pileyboy,7,11,5,6,6,2.80
9786053044123,Her Mevsimde Kadın Olmak-Yüksek Topuklar Üzerinde Bir Yıl,0,0,0,0,2,5.00
9786053043683,Eliksir,804,1730,4003,4081,3165,3.51
9786051428857,Aşk Limanı,4216,12381,61205,128473,183636,4.22
9786053045625,Çapkın Centilmen,130,558,2766,4712,4333,4.00
9786258387544,En Uzun Noel,2267,12762,60052,78356,34728,3.69
9786258387797,Parçalı Bulutlu,131,549,2270,4363,3477,3.97
9786055016135,Çırılçıplak,2091,4485,13984,24277,29621,4.010
9786258400885,Aynı Çatı Altında,3265,14391,56688,67421,34714,3.66
9786257359702,Bir Tesadüftü Aşk,988,5007,26733,42379,20721,3.80
9786258400809,Sonsuz - Dava Özetleri 3.5,67,189,1303,3729,6681,4.40
9786257973427,Sen Bana Yasak,1917,4164,12814,23529,29331,4.030
9786059585484,Karanlıkta Işık Aranmaz,431,820,2340,5048,6285,4.070
9786257550017,Josh ve Hazel'ın Sevgili Olmama Rehberi,2078,7577,37516,70773,49654,4.94
9786055016272,Senin İçin,952,2588,9858,18593,23065,4.090
9786257550727,Rakipler,438,1319,5983,11644,10672,4.020
9786052177464,Ukala Piç,550,1652,6639,14269,16795,4.13
9786258387605,Nasıl Flört Edilmez,391,1721,8342,13475,6634,3.79
9786257973311,Oyuncu,988,2380,10178,19615,17587,3.99
9786257550642,Eden'ın Kaderi,209,539,2326,5821,9566,4.30
9786257550024,Sevgiler Carter,799,1951,7102,13429,13934,4.00
9786053042969,Coco ve Igor,0,0,0,1,0,4.00
9786051422923,Kader Kazası,105,376,1264,1756,1390,3.81
9786053040934,Işıltı Sarayı,1395,3983,9915,10138,6126,3.49
9786054228140,Karpuz,0,0,3,0,0,3.00
9786256947368,Sıfırın Altında,2634,12665,45942,47324,23317,3.58
9786257550703,Kağıt Kuğu,421,809,2415,4850,7351,4.13
9786051730219,Yıldızlı Gece,468,1733,6098,7157,5358,3.73
9789944829007,Bir Nefes Uzakta,118,245,1050,2723,4347,4.29
9786051738116,Bir Kış Rüyası,602,1964,5597,5522,4042,3.59
9786254141034,Aşkın De Hali,4,6,21,43,61,4.12
9786055016241,Yeni Bir Başlangıç,0,0,2,1,1,3.75
9786258387278,Hata,3793,18377,98371,186555,144258,4.00
9786059585415,Sempre,938,1487,4116,8032,13703,4.13
9786258387384,Miras,2589,10946,44862,54983,41648,3.79
9786055016395,Paramparça,106,364,1852,4402,5145,4.19
9786258387742,Tek Gerçek Aşklar,3412,20062,117169,251748,188403,4.040
9786054377848,Satılık Aşk,338,1054,4002,4994,3705,3.76
9786053041696,Seninle Bir Ömür,1504,5226,24845,52524,64342,4.17
9786059021975,Aşkın Büyüsü,5,5,3,4,2,2.63
9786257973892,Aşkın Tam Tersi,120,415,1533,1834,1206,3.70
9786052177624,Leydim Karar Versin,394,1061,2616,1845,831,3.25
9786257973410,Suya Düşen Hayalleri Kurtarma Rehberi,407,1557,6363,10046,7064,3.86
9786055016616,Sonsuza Kadar Benim,1359,3275,11248,19984,20118,3.97
